timestamp,latitude,longitude,NO2 (ppb),superato limite,percentuale sup
1645626342,45.070675,7.692411,2.000000,NO, 10
1645627221,45.070961,7.692299,5.000000,NO, 10
1645627221,45.070961,7.692299,5.000000,NO, 10
1645627560,45.070595,7.692107,5.000000,NO, 10
1645627560,45.070595,7.692107,6.000000,NO, 10
1645627727,45.070732,7.692443,6.000000,NO, 10
1645627727,45.070732,7.692443,5.000000,NO, 10
1645633528,45.057739,7.680952,2.000000,NO, 10
1645633528,45.057739,7.680952,3.000000,NO, 10
1645634770,45.058598,7.679640,15.000000,SI, 50
1645634770,45.058598,7.679640,16.000000,SI, 60
1645634808,45.057735,7.680933,16.000000,SI, 60
1645636143,45.054321,7.678500,24.000000,SI, 140
1645636143,45.054321,7.678500,24.000000,SI, 140
1645636198,45.057735,7.680931,24.000000,SI, 140
1645636215,45.058601,7.681823,24.000000,SI, 140
1645636215,45.058601,7.681823,25.000000,SI, 150
1645636228,45.057743,7.680939,25.000000,SI, 150
1645637096,45.058075,7.680326,24.000000,SI, 140
1645637096,45.058075,7.680326,24.000000,SI, 140
1645637107,45.057751,7.680903,24.000000,SI, 140
1645637107,45.057751,7.680903,24.000000,SI, 140
1645637188,45.058537,7.682218,24.000000,SI, 140
1645637188,45.058537,7.682218,24.000000,SI, 140
1645637199,45.057747,7.680944,24.000000,SI, 140
1645637345,45.060188,7.680720,23.000000,SI, 130
1645637345,45.060188,7.680720,24.000000,SI, 140
1645637385,45.057735,7.680936,24.000000,SI, 140
1645637458,45.058369,7.680021,24.000000,SI, 140
1645637458,45.058369,7.680021,23.000000,SI, 130
1645637479,45.057735,7.680931,23.000000,SI, 130
1645637479,45.057735,7.680931,24.000000,SI, 140
1645639750,45.057739,7.680947,22.000000,SI, 120
1645639750,45.057739,7.680947,22.000000,SI, 120
1645640024,45.057732,7.680923,20.000000,SI, 100
1645640024,45.057732,7.680923,22.000000,SI, 120
1645640299,45.057747,7.680937,21.000000,SI, 110
1645640299,45.057747,7.680937,21.000000,SI, 110
1645640605,45.057743,7.680935,20.000000,SI, 100
1645640605,45.057743,7.680935,20.000000,SI, 100
1645640908,45.057739,7.680926,20.000000,SI, 100
1645640908,45.057739,7.680926,20.000000,SI, 100
1645641075,45.057827,7.679494,20.000000,SI, 100
1645641075,45.057827,7.679494,20.000000,SI, 100
1645641089,45.057747,7.680924,20.000000,SI, 100
1645641153,45.055992,7.679096,20.000000,SI, 100
1645641153,45.055992,7.679096,20.000000,SI, 100
1645641194,45.057739,7.680937,20.000000,SI, 100
1645641194,45.057739,7.680937,20.000000,SI, 100
1645641466,45.057739,7.680931,20.000000,SI, 100
1645641466,45.057739,7.680931,20.000000,SI, 100
1645642023,45.057323,7.680653,20.000000,SI, 100
1645642023,45.057323,7.680653,19.000000,SI, 90
1645642034,45.057739,7.680935,19.000000,SI, 90
1645642227,45.056953,7.680400,20.000000,SI, 100
1645642227,45.056953,7.680400,19.000000,SI, 90
1645642290,45.057762,7.680833,19.000000,SI, 90
1645642290,45.057762,7.680833,19.000000,SI, 90
1645642387,45.058521,7.681232,20.000000,SI, 100
1645642387,45.058521,7.681232,20.000000,SI, 100
1645642396,45.057751,7.680923,20.000000,SI, 100
1645642687,45.061062,7.682539,20.000000,SI, 100
1645642687,45.061062,7.682539,20.000000,SI, 100
1645642727,45.057747,7.680909,20.000000,SI, 100
1645643769,45.056763,7.681156,19.000000,SI, 90
1645643769,45.056763,7.681156,19.000000,SI, 90
1645643782,45.057743,7.680929,19.000000,SI, 90
1645643830,45.057098,7.680721,19.000000,SI, 90
1645643830,45.057098,7.680721,20.000000,SI, 100
1645643842,45.057735,7.680925,20.000000,SI, 100
1645643948,45.058189,7.680507,19.000000,SI, 90
1645643948,45.058189,7.680507,18.000000,SI, 80
1645643966,45.057739,7.680936,18.000000,SI, 80
1645644174,45.057880,7.680132,18.000000,SI, 80
1645644174,45.057880,7.680132,17.000000,SI, 70
1645644206,45.057739,7.680932,17.000000,SI, 70
1645644206,45.057739,7.680932,18.000000,SI, 80
1645644230,45.057446,7.680617,18.000000,SI, 80
1645644266,45.057739,7.680931,18.000000,SI, 80
1645644266,45.057739,7.680931,18.000000,SI, 80
1645644286,45.058037,7.680729,18.000000,SI, 80
1645644296,45.057739,7.680934,18.000000,SI, 80
1645644356,45.058041,7.680821,18.000000,SI, 80
1645644356,45.058041,7.680821,18.000000,SI, 80
1645644387,45.057739,7.680940,18.000000,SI, 80
1645644387,45.057739,7.680940,18.000000,SI, 80
1645644684,45.057552,7.680029,17.000000,SI, 70
1645644684,45.057552,7.680029,17.000000,SI, 70
1645644718,45.057739,7.680929,17.000000,SI, 70
1645644882,45.057446,7.681119,17.000000,SI, 70
1645644882,45.057446,7.681119,17.000000,SI, 70
1645644898,45.057735,7.680932,17.000000,SI, 70
1645645762,45.057068,7.681121,16.000000,SI, 60
1645645762,45.057068,7.681121,16.000000,SI, 60
1645645822,45.057568,7.680585,16.000000,SI, 60
1645645822,45.057568,7.680585,16.000000,SI, 60
1645645865,45.057739,7.680932,16.000000,SI, 60
1645645865,45.057739,7.680932,16.000000,SI, 60
1645646064,45.057785,7.680160,16.000000,SI, 60
1645646064,45.057785,7.680160,16.000000,SI, 60
1645646077,45.057739,7.680909,16.000000,SI, 60
1645646125,45.054913,7.677233,16.000000,SI, 60
1645646125,45.054913,7.677233,16.000000,SI, 60
1645646168,45.057739,7.680926,16.000000,SI, 60
1645646168,45.057739,7.680926,16.000000,SI, 60
1645646311,45.057137,7.680734,16.000000,SI, 60
1645646311,45.057137,7.680734,16.000000,SI, 60
1645646348,45.056812,7.682096,16.000000,SI, 60
1645646348,45.056812,7.682096,16.000000,SI, 60
1645646381,45.057743,7.680942,16.000000,SI, 60
1645646390,45.055424,7.678052,16.000000,SI, 60
1645646442,45.057739,7.680932,16.000000,SI, 60
1645646442,45.057739,7.680932,16.000000,SI, 60
1645646488,45.054813,7.677480,16.000000,SI, 60
1645646488,45.054813,7.677480,16.000000,SI, 60
1645646532,45.057739,7.680939,16.000000,SI, 60
1645646532,45.057739,7.680939,17.000000,SI, 70
1645646556,45.059605,7.681603,17.000000,SI, 70
1645646581,45.057693,7.680613,17.000000,SI, 70
1645646581,45.057693,7.680613,17.000000,SI, 70
1645646631,45.057926,7.680803,17.000000,SI, 70
1645648410,45.057743,7.680926,16.000000,SI, 60
1645648410,45.057743,7.680926,18.000000,SI, 80
1645648680,45.057743,7.680930,45.000000,SI, 350
1645648680,45.057743,7.680930,52.000000,SI, 420
1645648951,45.057739,7.680932,66.000000,SI, 560
1645648951,45.057739,7.680932,73.000000,SI, 630
1645649221,45.057743,7.680927,60.000000,SI, 500
1645649221,45.057743,7.680927,58.000000,SI, 480
1645649363,45.057148,7.680451,58.000000,SI, 480
1645649363,45.057148,7.680451,53.000000,SI, 430
1645649400,45.057732,7.680923,53.000000,SI, 430
1645649400,45.057732,7.680923,49.000000,SI, 390
1645649456,45.057549,7.680571,49.000000,SI, 390
1645649491,45.057743,7.680914,49.000000,SI, 390
1645649491,45.057743,7.680914,43.000000,SI, 330
1645649538,45.057415,7.680704,43.000000,SI, 330
1645649538,45.057415,7.680704,46.000000,SI, 360
1645649551,45.057732,7.680926,46.000000,SI, 360
1645649600,45.057205,7.680421,46.000000,SI, 360
1645649600,45.057205,7.680421,44.000000,SI, 340
1645649612,45.057732,7.680907,44.000000,SI, 340
1645650747,45.056042,7.680493,18.000000,SI, 80
1645650747,45.056042,7.680493,17.000000,SI, 70
1645650777,45.058475,7.681449,17.000000,SI, 70
1645650810,45.057701,7.681987,17.000000,SI, 70
1645650810,45.057701,7.681987,17.000000,SI, 70
1645650824,45.057835,7.680668,17.000000,SI, 70
1645650843,45.056042,7.680493,17.000000,SI, 70
1645650843,45.056042,7.680493,17.000000,SI, 70
1645650876,45.057732,7.680917,17.000000,SI, 70
1645650903,45.056812,7.682096,17.000000,SI, 70
1645650903,45.056812,7.682096,17.000000,SI, 70
1645650936,45.057739,7.680918,17.000000,SI, 70
1645651123,45.057224,7.680801,16.000000,SI, 60
1645651123,45.057224,7.680801,16.000000,SI, 60
1645651144,45.056042,7.680493,16.000000,SI, 60
1645651144,45.056042,7.680493,16.000000,SI, 60
1645651176,45.057735,7.680924,16.000000,SI, 60
1645652026,45.057693,7.681311,16.000000,SI, 60
1645652026,45.057693,7.681311,17.000000,SI, 70
1645652049,45.057735,7.680926,17.000000,SI, 70
1645652049,45.057735,7.680926,16.000000,SI, 60
1645652127,45.057713,7.681457,16.000000,SI, 60
1645652127,45.057713,7.681457,16.000000,SI, 60
1645652142,45.057735,7.680932,16.000000,SI, 60
1645652301,45.057732,7.680925,16.000000,SI, 60
1645652301,45.057732,7.680925,16.000000,SI, 60
1645655563,45.057735,7.680918,3.000000,NO, 60
1645655563,45.057735,7.680918,3.000000,NO, 60
1645655833,45.057854,7.680469,0.000000,NO, 60
1645655833,45.057854,7.680469,0.000000,NO, 60
1645662860,45.058151,7.681889,0.000000,NO, 60
1645662860,45.058151,7.681889,0.000000,NO, 60
1645662917,45.057774,7.680377,0.000000,NO, 60
1645662917,45.057774,7.680377,0.000000,NO, 60
1645662971,45.057735,7.680922,0.000000,NO, 60
1645662971,45.057735,7.680922,0.000000,NO, 60
1645662989,45.058266,7.679299,0.000000,NO, 60
1645663048,45.057499,7.680555,0.000000,NO, 60
1645663048,45.057499,7.680555,0.000000,NO, 60
1645663061,45.057728,7.680912,0.000000,NO, 60
1645663152,45.057735,7.680929,0.000000,NO, 60
1645663152,45.057735,7.680929,0.000000,NO, 60
1645677032,45.057735,7.680919,0.000000,NO, 60
1645677032,45.057735,7.680919,0.000000,NO, 60
1645677065,45.058598,7.680584,0.000000,NO, 60
1645677065,45.058598,7.680584,0.000000,NO, 60
1645677126,45.057594,7.680760,0.000000,NO, 60
1645677126,45.057594,7.680760,0.000000,NO, 60
1645677199,45.058136,7.681156,0.000000,NO, 60
1645677199,45.058136,7.681156,0.000000,NO, 60
1645677239,45.057739,7.680918,0.000000,NO, 60
1645677305,45.057659,7.680810,0.000000,NO, 60
1645677305,45.057659,7.680810,0.000000,NO, 60
1645677621,45.057968,7.681203,0.000000,NO, 60
1645677621,45.057968,7.681203,0.000000,NO, 60
1645677630,45.057735,7.680935,0.000000,NO, 60
1645693772,45.057735,7.680940,8.000000,NO, 60
1645693772,45.057735,7.680940,9.000000,NO, 60
1645694250,45.057739,7.680953,12.000000,SI, 20
1645694250,45.057739,7.680953,11.000000,SI, 10
1645694586,45.057732,7.680973,12.000000,SI, 20
1645694586,45.057732,7.680973,12.000000,SI, 20
1645695935,45.057571,7.680629,14.000000,SI, 40
1645695935,45.057571,7.680629,15.000000,SI, 50
1645696099,45.057735,7.680934,15.000000,SI, 50
1645696099,45.057735,7.680934,15.000000,SI, 50
1645696255,45.058353,7.681234,15.000000,SI, 50
1645696255,45.058353,7.681234,15.000000,SI, 50
1645696279,45.057735,7.680930,15.000000,SI, 50
1645696279,45.057735,7.680930,15.000000,SI, 50
1645696449,45.058247,7.681308,15.000000,SI, 50
1645696449,45.058247,7.681308,15.000000,SI, 50
1645696461,45.057739,7.680936,15.000000,SI, 50
1645696668,45.058971,7.682089,15.000000,SI, 50
1645696668,45.058971,7.682089,15.000000,SI, 50
1645696702,45.057739,7.680910,15.000000,SI, 50
1645696702,45.057739,7.680910,15.000000,SI, 50
1645696719,45.057648,7.680496,15.000000,SI, 50
1645696732,45.057732,7.680915,15.000000,SI, 50
1645697423,45.058155,7.681076,15.000000,SI, 50
1645697423,45.058155,7.681076,15.000000,SI, 50
1645697457,45.057735,7.680935,15.000000,SI, 50
1645697595,45.057487,7.681155,15.000000,SI, 50
1645697595,45.057487,7.681155,15.000000,SI, 50
1645697606,45.057728,7.680938,15.000000,SI, 50
1645697683,45.056747,7.681660,15.000000,SI, 50
1645697683,45.056747,7.681660,14.000000,SI, 40
1645697697,45.057732,7.680939,14.000000,SI, 40
1645698066,45.049950,7.677461,15.000000,SI, 50
1645698154,45.057732,7.680910,15.000000,SI, 50
1645698154,45.057732,7.680910,15.000000,SI, 50
1645698213,45.049950,7.677461,15.000000,SI, 50
1645698213,45.049950,7.677461,15.000000,SI, 50
1645698465,45.061146,7.683481,15.000000,SI, 50
1645698465,45.061146,7.683481,16.000000,SI, 60
1645698508,45.056908,7.680597,16.000000,SI, 60
1645698508,45.056908,7.680597,16.000000,SI, 60
1645698551,45.057732,7.680926,16.000000,SI, 60
1645698551,45.057732,7.680926,16.000000,SI, 60
1645698558,45.057510,7.681253,16.000000,SI, 60
1645698581,45.057739,7.680924,16.000000,SI, 60
1645698629,45.057247,7.680815,16.000000,SI, 60
1645698629,45.057247,7.680815,15.000000,SI, 50
1645698641,45.057732,7.680905,15.000000,SI, 50
1645699028,45.057453,7.680724,17.000000,SI, 70
1645699028,45.057453,7.680724,17.000000,SI, 70
1645699043,45.057739,7.680924,17.000000,SI, 70
1645699157,45.057625,7.681283,18.000000,SI, 80
1645699157,45.057625,7.681283,17.000000,SI, 70
1645699210,45.057735,7.680924,17.000000,SI, 70
1645699210,45.057735,7.680924,19.000000,SI, 90
1645699950,45.057854,7.680072,21.000000,SI, 110
1645699950,45.057854,7.680072,22.000000,SI, 120
1645699963,45.057739,7.680911,22.000000,SI, 120
1645703612,45.057747,7.680944,0.000000,NO, 120
1645703612,45.057747,7.680944,20.000000,SI, 100
1645703961,45.057747,7.680941,19.000000,SI, 90
1645703961,45.057747,7.680941,0.000000,NO, 90
1645703961,45.057747,7.680941,18.000000,SI, 80
1645707269,45.057724,7.680932,8.000000,NO, 80
1645707276,45.057610,7.681335,8.000000,NO, 80
1645707276,45.057610,7.681335,6.000000,NO, 80
1645707309,45.056896,7.683182,6.000000,NO, 80
1645707342,45.057812,7.684674,6.000000,NO, 80
1645707342,45.057812,7.684674,1.000000,NO, 80
1645707373,45.059441,7.685766,1.000000,NO, 80
1645707387,45.059772,7.686043,1.000000,NO, 80
1645707468,45.060406,7.686506,0.000000,NO, 80
1645707468,45.060406,7.686506,0.000000,NO, 80
1645707501,45.061592,7.687378,0.000000,NO, 80
1645707532,45.062717,7.687079,0.000000,NO, 80
1645707532,45.062717,7.687079,0.000000,NO, 80
1645707564,45.064842,7.686519,0.000000,NO, 80
1645707572,45.064487,7.687344,0.000000,NO, 80
1645707596,45.064934,7.687887,0.000000,NO, 80
1645707596,45.064934,7.687887,0.000000,NO, 80
1645707625,45.065620,7.688313,0.000000,NO, 80
1645707658,45.066933,7.689352,0.000000,NO, 80
1645707658,45.066933,7.689352,0.000000,NO, 80
1645707689,45.067669,7.689975,0.000000,NO, 80
1645707721,45.068111,7.690152,0.000000,NO, 80
1645707721,45.068111,7.690152,0.000000,NO, 80
1645707782,45.069344,7.690994,0.000000,NO, 80
1645707782,45.069344,7.690994,0.000000,NO, 80
1645707813,45.070488,7.691896,0.000000,NO, 80
1645707818,45.070831,7.692074,0.000000,NO, 80
1645707844,45.071396,7.692979,0.000000,NO, 80
1645707866,45.071312,7.692536,0.000000,NO, 80
1645707937,45.071548,7.692772,0.000000,NO, 80
1645707937,45.071548,7.692772,0.000000,NO, 80
1645708003,45.071053,7.692410,0.000000,NO, 80
1645708003,45.071053,7.692410,0.000000,NO, 80
1645708035,45.071484,7.692522,0.000000,NO, 80
1645708101,45.071121,7.692397,0.000000,NO, 80
1645708101,45.071121,7.692397,0.000000,NO, 80
1645708133,45.070908,7.693382,0.000000,NO, 80
1645708133,45.070908,7.693382,0.000000,NO, 80
1645708165,45.069695,7.694412,0.000000,NO, 80
1645708195,45.069176,7.695350,0.000000,NO, 80
1645708195,45.069176,7.695350,0.000000,NO, 80
1645708203,45.068771,7.695845,0.000000,NO, 80
1645708226,45.068054,7.696021,0.000000,NO, 80
1645708257,45.067089,7.697293,0.000000,NO, 80
1645708257,45.067089,7.697293,0.000000,NO, 80
1645708292,45.066265,7.698008,0.000000,NO, 80
1645708325,45.065712,7.698448,0.000000,NO, 80
1645708325,45.065712,7.698448,0.000000,NO, 80
1645708359,45.064774,7.697788,0.000000,NO, 80
1645708359,45.064774,7.697788,0.000000,NO, 80
1645708390,45.064049,7.696241,0.000000,NO, 80
1645708423,45.063015,7.698086,0.000000,NO, 80
1645708423,45.063015,7.698086,0.000000,NO, 80
1645708456,45.061954,7.697546,0.000000,NO, 80
1645708487,45.061821,7.696978,0.000000,NO, 80
1645708487,45.061821,7.696978,0.000000,NO, 80
1645708520,45.059719,7.695508,0.000000,NO, 80
1645708553,45.058666,7.694310,0.000000,NO, 80
1645708553,45.058666,7.694310,0.000000,NO, 80
1645708586,45.057976,7.693557,0.000000,NO, 80
1645708621,45.057518,7.693027,0.000000,NO, 80
1645708621,45.057518,7.693027,0.000000,NO, 80
1645708653,45.056290,7.692207,0.000000,NO, 80
1645708685,45.055222,7.691564,0.000000,NO, 80
1645708716,45.054085,7.691098,0.000000,NO, 80
1645708716,45.054085,7.691098,0.000000,NO, 80
1645708750,45.053028,7.690027,0.000000,NO, 80
1645708781,45.052277,7.689551,0.000000,NO, 80
1645708781,45.052277,7.689551,0.000000,NO, 80
1645708814,45.052032,7.690017,0.000000,NO, 80
1645708847,45.053185,7.691379,0.000000,NO, 80
1645708847,45.053185,7.691379,0.000000,NO, 80
1645708881,45.052879,7.691866,0.000000,NO, 80
1645708915,45.052158,7.691421,0.000000,NO, 80
1645708915,45.052158,7.691421,0.000000,NO, 80
1645708981,45.052147,7.691939,0.000000,NO, 80
1645708981,45.052147,7.691939,0.000000,NO, 80
1645709004,45.052013,7.691262,0.000000,NO, 80
1645709023,45.052105,7.691869,0.000000,NO, 80
1645709023,45.052105,7.691869,0.000000,NO, 80
1645709055,45.052006,7.692493,0.000000,NO, 80
1645709089,45.051804,7.691611,0.000000,NO, 80
1645709089,45.051804,7.691611,0.000000,NO, 80
1645709121,45.050957,7.692177,0.000000,NO, 80
1645709155,45.051865,7.691448,0.000000,NO, 80
1645709155,45.051865,7.691448,0.000000,NO, 80
1645709186,45.049656,7.689943,0.000000,NO, 80
1645709221,45.048943,7.690383,0.000000,NO, 80
1645709221,45.048943,7.690383,0.000000,NO, 80
1645709252,45.048687,7.690160,0.000000,NO, 80
1645709289,45.048946,7.690365,0.000000,NO, 80
1645709289,45.048946,7.690365,0.000000,NO, 80
1645709321,45.048168,7.690025,0.000000,NO, 80
1645709321,45.048168,7.690025,0.000000,NO, 80
1645709352,45.047344,7.690676,0.000000,NO, 80
1645709384,45.048649,7.690505,0.000000,NO, 80
1645709384,45.048649,7.690505,0.000000,NO, 80
1645709388,45.048222,7.691397,0.000000,NO, 80
1645709419,45.047947,7.691825,0.000000,NO, 80
1645709484,45.047832,7.692266,0.000000,NO, 80
1645709484,45.047832,7.692266,0.000000,NO, 80
1645709517,45.047821,7.693189,0.000000,NO, 80
1645709517,45.047821,7.693189,0.000000,NO, 80
1645709552,45.047951,7.693656,0.000000,NO, 80
1645709583,45.047684,7.693496,0.000000,NO, 80
1645709583,45.047684,7.693496,0.000000,NO, 80
1645709620,45.047726,7.694127,0.000000,NO, 80
1645709620,45.047726,7.694127,0.000000,NO, 80
1645709685,45.047146,7.694077,0.000000,NO, 80
1645709685,45.047146,7.694077,0.000000,NO, 80
1645709718,45.047672,7.693494,0.000000,NO, 80
1645709749,45.047512,7.693932,0.000000,NO, 80
1645709749,45.047512,7.693932,0.000000,NO, 80
1645709785,45.045319,7.694282,0.000000,NO, 80
1645709818,45.044971,7.694142,0.000000,NO, 80
1645709818,45.044971,7.694142,0.000000,NO, 80
1645709849,45.044685,7.694709,0.000000,NO, 80
1645709855,45.044437,7.694346,0.000000,NO, 80
1645709855,45.044437,7.694346,0.000000,NO, 80
1645709887,45.043739,7.694272,0.000000,NO, 80
1645709919,45.043682,7.694745,0.000000,NO, 80
1645709919,45.043682,7.694745,0.000000,NO, 80
1645710085,45.043129,7.696470,0.000000,NO, 80
1645710085,45.043129,7.696470,0.000000,NO, 80
1645710119,45.042625,7.696527,0.000000,NO, 80
1645710119,45.042625,7.696527,0.000000,NO, 80
1645710150,45.042866,7.696923,0.000000,NO, 80
1645710187,45.042702,7.696450,0.000000,NO, 80
1645710187,45.042702,7.696450,0.000000,NO, 80
1645710213,45.042908,7.696930,0.000000,NO, 80
1645710220,45.042675,7.696542,0.000000,NO, 80
1645710245,45.043110,7.696933,0.000000,NO, 80
1645710374,45.042854,7.697082,0.000000,NO, 80
1645710374,45.042854,7.697082,0.000000,NO, 80
1645710406,45.042480,7.699351,0.000000,NO, 80
1645710406,45.042480,7.699351,0.000000,NO, 80
1645710475,45.042110,7.700419,0.000000,NO, 80
1645710475,45.042110,7.700419,0.000000,NO, 80
1645710496,45.042049,7.700799,0.000000,NO, 80
1645710520,45.041973,7.701167,0.000000,NO, 80
1645710520,45.041973,7.701167,0.000000,NO, 80
1645710561,45.041763,7.701429,0.000000,NO, 80
1645710584,45.041508,7.701308,0.000000,NO, 80
1645710584,45.041508,7.701308,0.000000,NO, 80
1645710632,45.041553,7.701691,0.000000,NO, 80
1645710651,45.041645,7.702060,0.000000,NO, 80
1645710651,45.041645,7.702060,0.000000,NO, 80
1645710678,45.041607,7.702439,0.000000,NO, 80
1645710699,45.041496,7.702801,0.000000,NO, 80
1645710699,45.041496,7.702801,0.000000,NO, 80
1645710724,45.041229,7.702885,0.000000,NO, 80
1645710748,45.040958,7.702836,0.000000,NO, 80
1645710767,45.040691,7.702769,0.000000,NO, 80
1645710767,45.040691,7.702769,0.000000,NO, 80
1645710786,45.040447,7.702603,0.000000,NO, 80
1645710804,45.040546,7.703005,0.000000,NO, 80
1645710863,45.040615,7.704624,0.000000,NO, 80
1645710863,45.040615,7.704624,0.000000,NO, 80
1645710868,45.040554,7.703907,0.000000,NO, 80
1645710895,45.040623,7.704629,0.000000,NO, 80
1645710895,45.040623,7.704629,0.000000,NO, 80
1645710900,45.040985,7.704663,0.000000,NO, 80
1645710932,45.041153,7.705628,0.000000,NO, 80
1645710965,45.041103,7.706808,0.000000,NO, 80
1645710965,45.041103,7.706808,0.000000,NO, 80
1645710996,45.040955,7.705673,0.000000,NO, 80
1645710996,45.040955,7.705673,0.000000,NO, 80
1645711030,45.040924,7.706151,0.000000,NO, 80
1645711061,45.040894,7.706682,0.000000,NO, 80
1645711061,45.040894,7.706682,0.000000,NO, 80
1645711095,45.040874,7.707126,0.000000,NO, 80
1645711128,45.040642,7.707485,0.000000,NO, 80
1645711128,45.040642,7.707485,0.000000,NO, 80
1645711161,45.039288,7.709741,0.000000,NO, 80
1645711194,45.038857,7.710830,0.000000,NO, 80
1645711194,45.038857,7.710830,0.000000,NO, 80
1645711227,45.038715,7.711380,0.000000,NO, 80
1645711292,45.038425,7.711778,0.000000,NO, 80
1645711292,45.038425,7.711778,0.000000,NO, 80
1645711424,45.037373,7.713787,0.000000,NO, 80
1645711424,45.037373,7.713787,0.000000,NO, 80
1645711455,45.036873,7.713724,0.000000,NO, 80
1645711522,45.036465,7.712745,0.000000,NO, 80
1645711522,45.036465,7.712745,0.000000,NO, 80
1645711553,45.036243,7.712088,0.000000,NO, 80
1645711553,45.036243,7.712088,0.000000,NO, 80
1645711559,45.036259,7.712565,0.000000,NO, 80
1645711625,45.036015,7.712961,0.000000,NO, 80
1645711625,45.036015,7.712961,0.000000,NO, 80
1645711688,45.035969,7.713403,0.000000,NO, 80
1645711688,45.035969,7.713403,0.000000,NO, 80
1645711724,45.035217,7.715028,0.000000,NO, 80
1645711724,45.035217,7.715028,0.000000,NO, 80
1645711756,45.035309,7.715934,0.000000,NO, 80
1645711789,45.035603,7.716801,0.000000,NO, 80
1645711789,45.035603,7.716801,0.000000,NO, 80
1645711854,45.035572,7.717424,0.000000,NO, 80
1645711854,45.035572,7.717424,0.000000,NO, 80
1645711957,45.035580,7.717880,0.000000,NO, 80
1645711957,45.035580,7.717880,0.000000,NO, 80
1645712057,45.035561,7.718293,0.000000,NO, 80
1645712057,45.035561,7.718293,0.000000,NO, 80
1645712123,45.035427,7.718950,0.000000,NO, 80
1645712123,45.035427,7.718950,0.000000,NO, 80
1645712157,45.035416,7.719413,0.000000,NO, 80
1645712157,45.035416,7.719413,0.000000,NO, 80
1645712189,45.035385,7.719899,0.000000,NO, 80
1645712222,45.035381,7.720320,0.000000,NO, 80
1645712222,45.035381,7.720320,0.000000,NO, 80
1645712287,45.034016,7.723313,0.000000,NO, 80
1645712287,45.034016,7.723313,0.000000,NO, 80
1645712320,45.033588,7.723605,0.000000,NO, 80
1645712320,45.033588,7.723605,0.000000,NO, 80
1645712352,45.033272,7.723890,0.000000,NO, 80
1645712521,45.033031,7.724247,0.000000,NO, 80
1645712521,45.033031,7.724247,0.000000,NO, 80
1645712603,45.032990,7.724119,0.000000,NO, 80
1645712603,45.032990,7.724119,0.000000,NO, 80